fips5,year,pqi_id,pqi_name,outcome_rate,pqi_count,pqi_population
06009,2020,1,Diabetes Short-term Complications,69.5,24.0,37673.0
06009,2021,1,Diabetes Short-term Complications,51.3,18.0,38312.0
06009,2022,1,Diabetes Short-term Complications,68.2,24.0,38508.0
06009,2023,1,Diabetes Short-term Complications,40.6,16.0,38409.0
06009,2024,1,Diabetes Short-term Complications,50.2,18.0,38377.0
06011,2005,1,Diabetes Short-term Complications,33.8,5.0,14456.0
06011,2006,1,Diabetes Short-term Complications,13.3,2.0,14677.0
06011,2007,1,Diabetes Short-term Complications,26.4,4.0,14837.0
06011,2008,1,Diabetes Short-term Complications,59.5,9.0,14891.0
06011,2009,1,Diabetes Short-term Complications,26.3,4.0,14960.0
06011,2010,1,Diabetes Short-term Complications,52.1,8.0,15117.0
06011,2011,1,Diabetes Short-term Complications,91.0,14.0,15206.0
06011,2012,1,Diabetes Short-term Complications,39.5,7.0,16676.0
06011,2013,1,Diabetes Short-term Complications,28.1,5.0,16775.0
06011,2014,1,Diabetes Short-term Complications,34.9,6.0,16640.0
06011,2015,1,Diabetes Short-term Complications,14.0,2.0,13258.0
06011,2016,1,Diabetes Short-term Complications,73.3,10.0,15519.0
06011,2017,1,Diabetes Short-term Complications,43.9,6.0,15549.0
06011,2018,1,Diabetes Short-term Complications,44.1,6.0,15514.0
06011,2019,1,Diabetes Short-term Complications,21.9,3.0,15645.0
06011,2020,1,Diabetes Short-term Complications,57.2,8.0,15973.0
06011,2021,1,Diabetes Short-term Complications,120.6,17.0,16109.0
06011,2022,1,Diabetes Short-term Complications,49.7,7.0,16137.0
06011,2023,1,Diabetes Short-term Complications,55.3,9.0,16122.0
06011,2024,1,Diabetes Short-term Complications,64.7,10.0,16228.0
06013,2005,1,Diabetes Short-term Complications,42.4,319.0,744835.0
06013,2006,1,Diabetes Short-term Complications,44.5,336.0,747747.0
06013,2007,1,Diabetes Short-term Complications,45.5,346.0,755752.0
06013,2008,1,Diabetes Short-term Complications,48.4,373.0,767612.0
06013,2009,1,Diabetes Short-term Complications,50.2,393.0,780970.0
06013,2010,1,Diabetes Short-term Complications,47.9,380.0,793960.0
06013,2011,1,Diabetes Short-term Complications,48.2,388.0,808054.0
06013,2012,1,Diabetes Short-term Complications,60.5,468.0,793369.0
06013,2013,1,Diabetes Short-term Complications,54.1,426.0,808882.0
06013,2014,1,Diabetes Short-term Complications,52.4,422.0,818959.0
06013,2015,1,Diabetes Short-term Complications,54.4,324.0,620275.0
06013,2016,1,Diabetes Short-term Complications,67.0,418.0,874355.0
06013,2017,1,Diabetes Short-term Complications,65.0,409.0,883122.0
06013,2018,1,Diabetes Short-term Complications,71.6,453.0,890018.0
06013,2019,1,Diabetes Short-term Complications,62.6,397.0,894163.0
06013,2020,1,Diabetes Short-term Complications,63.6,409.0,906522.0
06013,2021,1,Diabetes Short-term Complications,75.6,487.0,908651.0
06013,2022,1,Diabetes Short-term Complications,75.6,484.0,906227.0
06013,2023,1,Diabetes Short-term Complications,82.5,541.0,904586.0
06013,2024,1,Diabetes Short-term Complications,89.6,593.0,921132.0
06015,2005,1,Diabetes Short-term Complications,53.4,12.0,22067.0
06015,2006,1,Diabetes Short-term Complications,107.2,24.0,22055.0
06015,2007,1,Diabetes Short-term Complications,92.8,21.0,22315.0
06015,2008,1,Diabetes Short-term Complications,145.9,33.0,22398.0
06015,2009,1,Diabetes Short-term Complications,101.3,23.0,22525.0
06015,2010,1,Diabetes Short-term Complications,255.8,58.0,22507.0
06015,2011,1,Diabetes Short-term Complications,237.6,54.0,22606.0
06015,2012,1,Diabetes Short-term Complications,248.5,61.0,23687.0
06015,2013,1,Diabetes Short-term Complications,161.4,39.0,23420.0
06015,2014,1,Diabetes Short-term Complications,87.2,21.0,23656.0
06015,2015,1,Diabetes Short-term Complications,60.1,11.0,17650.0
06015,2016,1,Diabetes Short-term Complications,34.2,11.0,21562.0
06015,2017,1,Diabetes Short-term Complications,37.8,12.0,21395.0
06015,2018,1,Diabetes Short-term Complications,40.0,13.0,21889.0
06015,2019,1,Diabetes Short-term Complications,49.1,16.0,22021.0
06015,2020,1,Diabetes Short-term Complications,40.3,13.0,21848.0
06015,2021,1,Diabetes Short-term Complications,31.2,10.0,21781.0
06015,2022,1,Diabetes Short-term Complications,38.3,12.0,21423.0
06015,2023,1,Diabetes Short-term Complications,96.2,29.0,21034.0
06015,2024,1,Diabetes Short-term Complications,56.0,15.0,21503.0
06017,2005,1,Diabetes Short-term Complications,16.0,21.0,132739.0
06017,2006,1,Diabetes Short-term Complications,41.4,55.0,134458.0
06017,2007,1,Diabetes Short-term Complications,39.7,53.0,135852.0
06017,2008,1,Diabetes Short-term Complications,43.8,59.0,137534.0
06017,2009,1,Diabetes Short-term Complications,39.8,54.0,139337.0
06017,2010,1,Diabetes Short-term Complications,61.6,84.0,140597.0
06017,2011,1,Diabetes Short-term Complications,57.1,78.0,141461.0
06017,2012,1,Diabetes Short-term Complications,59.0,78.0,139213.0
06017,2013,1,Diabetes Short-term Complications,63.9,85.0,140808.0
06017,2014,1,Diabetes Short-term Complications,50.0,70.0,146643.0
06017,2015,1,Diabetes Short-term Complications,50.4,50.0,106572.0
06017,2016,1,Diabetes Short-term Complications,67.6,82.0,148231.0
06017,2017,1,Diabetes Short-term Complications,81.4,100.0,150815.0
06017,2018,1,Diabetes Short-term Complications,86.2,107.0,152985.0
06017,2019,1,Diabetes Short-term Complications,76.7,96.0,154934.0
06017,2020,1,Diabetes Short-term Complications,82.2,102.0,153507.0
06017,2021,1,Diabetes Short-term Complications,90.6,114.0,155945.0
06017,2022,1,Diabetes Short-term Complications,85.7,107.0,155421.0
06017,2023,1,Diabetes Short-term Complications,94.5,103.0,155106.0
06017,2024,1,Diabetes Short-term Complications,94.6,103.0,156079.0
06019,2005,1,Diabetes Short-term Complications,50.3,322.0,605300.0
06019,2006,1,Diabetes Short-term Complications,50.2,326.0,614966.0
06019,2007,1,Diabetes Short-term Complications,45.4,299.0,624332.0
06019,2008,1,Diabetes Short-term Complications,55.1,368.0,634600.0
06019,2009,1,Diabetes Short-term Complications,63.3,429.0,644386.0
06019,2010,1,Diabetes Short-term Complications,68.9,473.0,654204.0
06019,2011,1,Diabetes Short-term Complications,72.0,501.0,664750.0
06019,2012,1,Diabetes Short-term Complications,76.2,501.0,642666.0
06019,2013,1,Diabetes Short-term Complications,77.5,514.0,650435.0
06019,2014,1,Diabetes Short-term Complications,86.4,607.0,679486.0
06019,2015,1,Diabetes Short-term Complications,94.8,467.0,491442.0
06019,2016,1,Diabetes Short-term Complications,71.9,628.0,695789.0
06019,2017,1,Diabetes Short-term Complications,72.8,641.0,703065.0
06019,2018,1,Diabetes Short-term Complications,75.5,670.0,709386.0
06019,2019,1,Diabetes Short-term Complications,71.8,642.0,715902.0
06019,2020,1,Diabetes Short-term Complications,72.7,660.0,725899.0
06019,2021,1,Diabetes Short-term Complications,78.3,715.0,730566.0
06019,2022,1,Diabetes Short-term Complications,90.0,825.0,734510.0
06019,2023,1,Diabetes Short-term Complications,65.7,720.0,737124.0
06019,2024,1,Diabetes Short-term Complications,71.4,756.0,745865.0
06021,2005,1,Diabetes Short-term Complications,30.3,6.0,19553.0
06021,2006,1,Diabetes Short-term Complications,65.0,13.0,19729.0
06021,2007,1,Diabetes Short-term Complications,39.8,8.0,19842.0
06021,2008,1,Diabetes Short-term Complications,44.4,9.0,20067.0
06021,2009,1,Diabetes Short-term Complications,44.4,9.0,20155.0
06021,2010,1,Diabetes Short-term Complications,24.5,5.0,20313.0
06021,2011,1,Diabetes Short-term Complications,48.8,10.0,20400.0
06021,2012,1,Diabetes Short-term Complications,31.4,7.0,21643.0
06021,2013,1,Diabetes Short-term Complications,17.9,4.0,21703.0
06021,2014,1,Diabetes Short-term Complications,27.4,6.0,21574.0
06021,2015,1,Diabetes Short-term Complications,34.4,6.0,16846.0
06021,2016,1,Diabetes Short-term Complications,61.5,14.0,20377.0
06021,2017,1,Diabetes Short-term Complications,65.8,15.0,20443.0
06021,2018,1,Diabetes Short-term Complications,52.8,12.0,20401.0
06021,2019,1,Diabetes Short-term Complications,43.0,10.0,20882.0
06021,2020,1,Diabetes Short-term Complications,42.4,10.0,21187.0
06021,2021,1,Diabetes Short-term Complications,72.8,17.0,21045.0
06021,2022,1,Diabetes Short-term Complications,86.9,20.0,20780.0
06021,2023,1,Diabetes Short-term Complications,66.4,16.0,20659.0
06021,2024,1,Diabetes Short-term Complications,117.0,24.0,20903.0
06023,2005,1,Diabetes Short-term Complications,60.0,64.0,102809.0
06023,2006,1,Diabetes Short-term Complications,44.8,48.0,103611.0
06023,2007,1,Diabetes Short-term Complications,54.3,58.0,103821.0
06023,2008,1,Diabetes Short-term Complications,42.0,45.0,104570.0
06023,2009,1,Diabetes Short-term Complications,45.5,49.0,105478.0
06023,2010,1,Diabetes Short-term Complications,58.9,64.0,106717.0
06023,2011,1,Diabetes Short-term Complications,44.9,49.0,107013.0
06023,2012,1,Diabetes Short-term Complications,69.6,74.0,105607.0
06023,2013,1,Diabetes Short-term Complications,63.1,67.0,105726.0
06023,2014,1,Diabetes Short-term Complications,74.0,81.0,108619.0
06023,2015,1,Diabetes Short-term Complications,96.5,76.0,79121.0
06023,2016,1,Diabetes Short-term Complications,48.6,66.0,109915.0
06023,2017,1,Diabetes Short-term Complications,46.3,63.0,110396.0
06023,2018,1,Diabetes Short-term Complications,51.6,70.0,110416.0
06023,2019,1,Diabetes Short-term Complications,63.0,85.0,110113.0
06023,2020,1,Diabetes Short-term Complications,51.7,70.0,110448.0
06023,2021,1,Diabetes Short-term Complications,54.8,73.0,109377.0
06023,2022,1,Diabetes Short-term Complications,47.0,63.0,110011.0
06023,2023,1,Diabetes Short-term Complications,56.1,89.0,109146.0
06023,2024,1,Diabetes Short-term Complications,69.4,94.0,108302.0
06025,2005,1,Diabetes Short-term Complications,38.2,44.0,109478.0
06025,2006,1,Diabetes Short-term Complications,35.3,42.0,112879.0
06025,2007,1,Diabetes Short-term Complications,46.0,56.0,115944.0
06025,2008,1,Diabetes Short-term Complications,38.7,48.0,118550.0
06025,2009,1,Diabetes Short-term Complications,44.1,56.0,121552.0
06025,2010,1,Diabetes Short-term Complications,40.9,53.0,124055.0
06025,2011,1,Diabetes Short-term Complications,51.0,67.0,125985.0
06025,2012,1,Diabetes Short-term Complications,63.0,79.0,122385.0
06025,2013,1,Diabetes Short-term Complications,43.3,54.0,122276.0
06025,2014,1,Diabetes Short-term Complications,35.7,48.0,130127.0
06025,2015,1,Diabetes Short-term Complications,56.8,53.0,92754.0
06025,2016,1,Diabetes Short-term Complications,40.2,78.0,127819.0
06025,2017,1,Diabetes Short-term Complications,40.3,79.0,129153.0
06025,2018,1,Diabetes Short-term Complications,37.3,73.0,129174.0
06025,2019,1,Diabetes Short-term Complications,33.9,66.0,128967.0
06025,2020,1,Diabetes Short-term Complications,48.5,94.0,128388.0
06025,2021,1,Diabetes Short-term Complications,58.8,114.0,128464.0
06025,2022,1,Diabetes Short-term Complications,60.4,117.0,128478.0
06025,2023,1,Diabetes Short-term Complications,54.5,91.0,128709.0
06025,2024,1,Diabetes Short-term Complications,45.7,85.0,131069.0
06027,2005,1,Diabetes Short-term Complications,51.0,7.0,14549.0
06027,2006,1,Diabetes Short-term Complications,43.8,6.0,14456.0
06027,2007,1,Diabetes Short-term Complications,29.1,4.0,14505.0
06027,2008,1,Diabetes Short-term Complications,58.4,8.0,14485.0
06027,2009,1,Diabetes Short-term Complications,43.4,6.0,14651.0
06027,2010,1,Diabetes Short-term Complications,65.1,9.0,14670.0
06027,2011,1,Diabetes Short-term Complications,36.4,5.0,14640.0
06027,2012,1,Diabetes Short-term Complications,79.7,13.0,16277.0
06027,2013,1,Diabetes Short-term Complications,24.7,4.0,16250.0
06027,2014,1,Diabetes Short-term Complications,58.7,9.0,15730.0
06027,2015,1,Diabetes Short-term Complications,46.0,6.0,12814.0
06027,2016,1,Diabetes Short-term Complications,22.5,3.0,14211.0
06027,2017,1,Diabetes Short-term Complications,82.9,11.0,14164.0
06027,2018,1,Diabetes Short-term Complications,75.3,10.0,14208.0
06027,2019,1,Diabetes Short-term Complications,97.5,13.0,14295.0
06027,2020,1,Diabetes Short-term Complications,49.4,7.0,15134.0
06027,2021,1,Diabetes Short-term Complications,85.2,12.0,15080.0
06027,2022,1,Diabetes Short-term Complications,43.1,6.0,14942.0
06027,2023,1,Diabetes Short-term Complications,51.5,8.0,14859.0
06027,2024,1,Diabetes Short-term Complications,35.4,5.0,14869.0
06029,2005,1,Diabetes Short-term Complications,65.5,366.0,526395.0
06029,2006,1,Diabetes Short-term Complications,54.7,316.0,544084.0
06029,2007,1,Diabetes Short-term Complications,66.9,396.0,557795.0
06029,2008,1,Diabetes Short-term Complications,80.5,485.0,568635.0
06029,2009,1,Diabetes Short-term Complications,70.0,428.0,578043.0
06029,2010,1,Diabetes Short-term Complications,79.5,494.0,587730.0
06029,2011,1,Diabetes Short-term Complications,88.4,558.0,597565.0
06029,2012,1,Diabetes Short-term Complications,92.0,547.0,576340.0
06029,2013,1,Diabetes Short-term Complications,92.6,557.0,583929.0
06029,2014,1,Diabetes Short-term Complications,86.9,565.0,622019.0
06029,2015,1,Diabetes Short-term Complications,95.3,427.0,441243.0
06029,2016,1,Diabetes Short-term Complications,54.1,518.0,623722.0
06029,2017,1,Diabetes Short-term Complications,59.6,575.0,629153.0
06029,2018,1,Diabetes Short-term Complications,59.1,574.0,635272.0
06029,2019,1,Diabetes Short-term Complications,75.0,733.0,640390.0
06029,2020,1,Diabetes Short-term Complications,76.3,750.0,644321.0
06029,2021,1,Diabetes Short-term Complications,73.5,730.0,651305.0
06029,2022,1,Diabetes Short-term Complications,77.5,774.0,655754.0
06029,2023,1,Diabetes Short-term Complications,97.6,834.0,654092.0
06029,2024,1,Diabetes Short-term Complications,89.5,767.0,665289.0
06031,2005,1,Diabetes Short-term Complications,53.3,61.0,104744.0
06031,2006,1,Diabetes Short-term Complications,64.3,75.0,106917.0
06031,2007,1,Diabetes Short-term Complications,53.1,63.0,108972.0
06031,2008,1,Diabetes Short-term Complications,30.1,36.0,110111.0
06031,2009,1,Diabetes Short-term Complications,47.1,56.0,109913.0
06031,2010,1,Diabetes Short-term Complications,46.1,55.0,110532.0
06031,2011,1,Diabetes Short-term Complications,50.0,60.0,111322.0
06031,2012,1,Diabetes Short-term Complications,61.2,70.0,107485.0
06031,2013,1,Diabetes Short-term Complications,66.9,76.0,107035.0
06031,2014,1,Diabetes Short-term Complications,75.3,92.0,114326.0
06031,2015,1,Diabetes Short-term Complications,103.8,86.0,78983.0
06031,2016,1,Diabetes Short-term Complications,75.0,104.0,108591.0
06031,2017,1,Diabetes Short-term Complications,65.7,91.0,108704.0
06031,2018,1,Diabetes Short-term Complications,70.6,99.0,110152.0
06031,2019,1,Diabetes Short-term Complications,72.0,102.0,111551.0
06031,2020,1,Diabetes Short-term Complications,65.5,93.0,111628.0
06031,2021,1,Diabetes Short-term Complications,68.4,97.0,111603.0
06031,2022,1,Diabetes Short-term Complications,78.0,111.0,112177.0
06031,2023,1,Diabetes Short-term Complications,44.2,66.0,111961.0
06031,2024,1,Diabetes Short-term Complications,61.4,92.0,114209.0
06033,2005,1,Diabetes Short-term Complications,67.3,32.0,49529.0
06033,2006,1,Diabetes Short-term Complications,39.5,19.0,49985.0
06033,2007,1,Diabetes Short-term Complications,47.8,23.0,50130.0
06033,2008,1,Diabetes Short-term Complications,43.5,21.0,50505.0
06033,2009,1,Diabetes Short-term Complications,82.7,40.0,50721.0
06033,2010,1,Diabetes Short-term Complications,123.1,60.0,51151.0
06033,2011,1,Diabetes Short-term Complications,113.5,55.0,51085.0
06033,2012,1,Diabetes Short-term Complications,106.0,52.0,51501.0
06033,2013,1,Diabetes Short-term Complications,153.3,75.0,51581.0
06033,2014,1,Diabetes Short-term Complications,138.6,70.0,52953.0
06033,2015,1,Diabetes Short-term Complications,149.5,55.0,39003.0
06033,2016,1,Diabetes Short-term Complications,120.3,72.0,50676.0
06033,2017,1,Diabetes Short-term Complications,63.6,38.0,50717.0
06033,2018,1,Diabetes Short-term Complications,78.7,47.0,50861.0
06033,2019,1,Diabetes Short-term Complications,97.3,58.0,50831.0
06033,2020,1,Diabetes Short-term Complications,93.8,59.0,53524.0
06033,2021,1,Diabetes Short-term Complications,74.5,47.0,53734.0
06033,2022,1,Diabetes Short-term Complications,70.5,44.0,53338.0
06033,2023,1,Diabetes Short-term Complications,85.2,55.0,52978.0
06033,2024,1,Diabetes Short-term Complications,106.1,68.0,52937.0
06035,2005,1,Diabetes Short-term Complications,50.8,15.0,27722.0
06035,2006,1,Diabetes Short-term Complications,40.4,12.0,27919.0
06035,2007,1,Diabetes Short-term Complications,32.4,10.0,29030.0
06035,2008,1,Diabetes Short-term Complications,19.8,6.0,28658.0
06035,2009,1,Diabetes Short-term Complications,42.9,13.0,28696.0
06035,2010,1,Diabetes Short-term Complications,26.6,8.0,28485.0
06035,2011,1,Diabetes Short-term Complications,37.1,11.0,28179.0
06035,2012,1,Diabetes Short-term Complications,35.2,11.0,29146.0
06035,2013,1,Diabetes Short-term Complications,37.1,11.0,27797.0
06035,2014,1,Diabetes Short-term Complications,29.1,9.0,29236.0
06035,2015,1,Diabetes Short-term Complications,45.0,10.0,20747.0
06035,2016,1,Diabetes Short-term Complications,30.6,10.0,25378.0
06035,2017,1,Diabetes Short-term Complications,9.1,3.0,25575.0
06035,2018,1,Diabetes Short-term Complications,21.6,7.0,25359.0
06035,2019,1,Diabetes Short-term Complications,12.4,4.0,25378.0
06035,2020,1,Diabetes Short-term Complications,17.5,6.0,26785.0
06035,2021,1,Diabetes Short-term Complications,26.9,9.0,26258.0
06035,2022,1,Diabetes Short-term Complications,35.8,11.0,24446.0
06035,2023,1,Diabetes Short-term Complications,20.0,7.0,23438.0
06035,2024,1,Diabetes Short-term Complications,13.6,4.0,22990.0
06037,2005,1,Diabetes Short-term Complications,42.0,3159.0,7202516.0
06037,2006,1,Diabetes Short-term Complications,44.3,3329.0,7208716.0
06037,2007,1,Diabetes Short-term Complications,44.4,3341.0,7223112.0
06037,2008,1,Diabetes Short-term Complications,45.2,3417.0,7281072.0
06037,2009,1,Diabetes Short-term Complications,44.0,3360.0,7353912.0
06037,2010,1,Diabetes Short-term Complications,47.5,3644.0,7416633.0
06037,2011,1,Diabetes Short-term Complications,50.5,3918.0,7504083.0
06037,2012,1,Diabetes Short-term Complications,52.7,3899.0,7317992.0
06037,2013,1,Diabetes Short-term Complications,52.6,3928.0,7410685.0
06037,2014,1,Diabetes Short-term Complications,55.6,4259.0,7525122.0
06037,2015,1,Diabetes Short-term Complications,57.1,3186.0,5622301.0
06037,2016,1,Diabetes Short-term Complications,56.8,4475.0,7844956.0
06037,2017,1,Diabetes Short-term Complications,57.5,4535.0,7870676.0
06037,2018,1,Diabetes Short-term Complications,56.5,4448.0,7879584.0
06037,2019,1,Diabetes Short-term Complications,57.2,4486.0,7871889.0
06037,2020,1,Diabetes Short-term Complications,58.2,4579.0,7884705.0
06037,2021,1,Diabetes Short-term Complications,62.8,4848.0,7772371.0
06037,2022,1,Diabetes Short-term Complications,63.8,4895.0,7737357.0
06037,2023,1,Diabetes Short-term Complications,66.1,5329.0,7710575.0
06037,2024,1,Diabetes Short-term Complications,72.4,5596.0,7812233.0
06039,2005,1,Diabetes Short-term Complications,77.7,80.0,100047.0
06039,2006,1,Diabetes Short-term Complications,52.3,55.0,102344.0
06039,2007,1,Diabetes Short-term Complications,40.2,43.0,104227.0
06039,2008,1,Diabetes Short-term Complications,39.6,43.0,105909.0
06039,2009,1,Diabetes Short-term Complications,40.3,44.0,106674.0
06039,2010,1,Diabetes Short-term Complications,48.6,54.0,108385.0
06039,2011,1,Diabetes Short-term Complications,60.5,68.0,109902.0
06039,2012,1,Diabetes Short-term Complications,59.4,64.0,106934.0
06039,2013,1,Diabetes Short-term Complications,70.5,76.0,107252.0
06039,2014,1,Diabetes Short-term Complications,65.0,75.0,113845.0
06039,2015,1,Diabetes Short-term Complications,56.9,46.0,81407.0
06039,2016,1,Diabetes Short-term Complications,59.0,80.0,111156.0
06039,2017,1,Diabetes Short-term Complications,51.9,71.0,112306.0
06039,2018,1,Diabetes Short-term Complications,55.1,76.0,113445.0
06039,2019,1,Diabetes Short-term Complications,60.1,83.0,113829.0
06039,2020,1,Diabetes Short-term Complications,57.2,79.0,113532.0
06039,2021,1,Diabetes Short-term Complications,51.1,72.0,115760.0
06039,2022,1,Diabetes Short-term Complications,61.2,87.0,116890.0
06039,2023,1,Diabetes Short-term Complications,57.2,100.0,118944.0
06039,2024,1,Diabetes Short-term Complications,68.4,117.0,121480.0
06041,2005,1,Diabetes Short-term Complications,23.4,44.0,194828.0
06041,2006,1,Diabetes Short-term Complications,26.1,49.0,194956.0
06041,2007,1,Diabetes Short-term Complications,22.3,42.0,196294.0
06041,2008,1,Diabetes Short-term Complications,21.7,41.0,197929.0
06041,2009,1,Diabetes Short-term Complications,23.7,45.0,199904.0
06041,2010,1,Diabetes Short-term Complications,18.9,36.0,201547.0
06041,2011,1,Diabetes Short-term Complications,27.1,52.0,203181.0
06041,2012,1,Diabetes Short-term Complications,31.8,59.0,200046.0
